,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
3020,INN03021,1,0,2,0,Meal Plan 2,0,Room_Type 1,200,2018,10,23,Offline,0,0,0,90.0,0,Not_Canceled
28752,INN28753,2,0,0,2,Meal Plan 1,0,Room_Type 4,11,2018,11,17,Online,0,0,0,121.0,1,Not_Canceled
26142,INN26143,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,94.5,0,Not_Canceled
18239,INN18240,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Offline,0,0,0,94.5,0,Not_Canceled
22113,INN22114,2,1,0,4,Meal Plan 1,1,Room_Type 1,156,2018,7,19,Online,0,0,0,91.96,2,Not_Canceled
11630,INN11631,2,0,0,2,Not Selected,1,Room_Type 1,9,2018,10,6,Online,0,0,0,149.0,1,Not_Canceled
30607,INN30608,1,0,2,1,Meal Plan 1,0,Room_Type 1,179,2018,9,24,Online,0,0,0,126.9,2,Canceled
2633,INN02634,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,7,29,Online,0,0,0,109.0,0,Not_Canceled
17798,INN17799,3,0,1,3,Meal Plan 1,0,Room_Type 4,131,2018,8,25,Online,0,0,0,128.7,1,Not_Canceled
19850,INN19851,2,0,1,3,Meal Plan 1,0,Room_Type 4,29,2018,11,14,Online,0,0,0,96.9,0,Not_Canceled
9900,INN09901,1,0,1,0,Meal Plan 1,0,Room_Type 1,12,2018,6,20,Corporate,1,0,7,65.0,1,Not_Canceled
16152,INN16153,2,0,2,3,Meal Plan 1,0,Room_Type 1,333,2018,12,10,Online,0,0,0,73.95,0,Canceled
345,INN00346,2,0,0,1,Not Selected,0,Room_Type 1,57,2018,9,7,Online,0,0,0,87.3,3,Not_Canceled
2710,INN02711,2,0,6,13,Not Selected,0,Room_Type 1,64,2018,3,10,Online,0,0,0,70.46,0,Canceled
33247,INN33248,1,0,0,2,Meal Plan 1,0,Room_Type 1,46,2018,3,10,Online,0,0,0,82.9,1,Not_Canceled
251,INN00252,2,0,2,3,Meal Plan 1,0,Room_Type 1,43,2017,10,2,Offline,0,0,0,58.4,0,Not_Canceled
33379,INN33380,2,2,1,1,Meal Plan 1,0,Room_Type 6,76,2018,8,15,Online,0,0,0,207.9,1,Not_Canceled
15911,INN15912,2,2,4,7,Meal Plan 1,0,Room_Type 6,16,2018,12,10,Online,0,0,0,133.6,0,Not_Canceled
31573,INN31574,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
28058,INN28059,1,0,0,2,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71.0,0,Not_Canceled
14194,INN14195,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65.0,0,Not_Canceled
8156,INN08157,1,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Offline,0,0,0,80.0,0,Canceled
10003,INN10004,1,0,0,3,Meal Plan 1,0,Room_Type 1,4,2018,10,11,Corporate,1,1,2,65.0,1,Not_Canceled
8828,INN08829,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,2017,10,20,Corporate,0,0,0,123.0,0,Not_Canceled
32750,INN32751,2,1,0,5,Meal Plan 1,0,Room_Type 1,53,2018,6,28,Online,0,0,0,135.9,2,Not_Canceled
11403,INN11404,1,0,2,1,Meal Plan 1,0,Room_Type 1,4,2018,4,10,Corporate,1,3,28,65.0,0,Not_Canceled
28720,INN28721,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,0,Canceled
1779,INN01780,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,10,7,Online,0,0,0,144.0,0,Not_Canceled
16906,INN16907,2,0,1,3,Meal Plan 1,0,Room_Type 1,123,2018,8,1,Online,0,0,0,105.3,0,Canceled
2571,INN02572,2,0,1,1,Meal Plan 1,0,Room_Type 1,80,2018,8,27,Online,0,0,0,131.4,2,Not_Canceled
29078,INN29079,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
16402,INN16403,2,0,1,3,Not Selected,0,Room_Type 1,104,2018,4,18,Online,0,0,0,72.25,1,Canceled
10767,INN10768,2,0,1,3,Meal Plan 1,0,Room_Type 1,24,2018,4,11,Online,0,0,0,108.5,0,Canceled
9324,INN09325,2,0,0,1,Not Selected,0,Room_Type 1,71,2018,11,3,Online,0,0,0,79.2,2,Not_Canceled
25205,INN25206,2,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,82.0,0,Not_Canceled
14122,INN14123,1,0,2,1,Meal Plan 1,0,Room_Type 1,34,2017,10,25,Corporate,0,0,0,65.0,0,Not_Canceled
7922,INN07923,3,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,4,13,Online,0,0,0,137.0,0,Not_Canceled
5141,INN05142,2,0,2,5,Not Selected,0,Room_Type 1,120,2018,11,27,Online,0,0,0,74.8,0,Canceled
7882,INN07883,1,0,0,3,Meal Plan 1,0,Room_Type 1,104,2017,12,3,Offline,0,0,0,65.0,0,Not_Canceled
11414,INN11415,1,0,0,2,Meal Plan 1,1,Room_Type 1,11,2017,8,25,Online,0,0,0,97.0,0,Not_Canceled
18331,INN18332,2,0,1,3,Meal Plan 1,0,Room_Type 1,100,2018,5,19,Online,0,0,0,136.0,1,Not_Canceled
24678,INN24679,2,1,2,5,Meal Plan 1,0,Room_Type 1,260,2018,10,22,Online,0,0,0,108.68,3,Not_Canceled
34503,INN34504,2,0,2,2,Meal Plan 1,1,Room_Type 4,22,2018,1,1,Online,0,0,0,120.5,0,Not_Canceled
19099,INN19100,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,80.0,0,Not_Canceled
12977,INN12978,2,0,0,4,Not Selected,0,Room_Type 1,66,2018,8,31,Online,0,0,0,120.6,0,Canceled
1491,INN01492,2,0,1,5,Meal Plan 1,0,Room_Type 4,22,2018,6,27,Online,0,0,0,164.33,0,Canceled
32847,INN32848,2,0,1,3,Not Selected,0,Room_Type 1,147,2018,8,8,Online,0,0,0,97.75,0,Canceled
17095,INN17096,2,0,0,1,Meal Plan 1,0,Room_Type 1,159,2018,2,13,Offline,0,0,0,70.0,0,Not_Canceled
7015,INN07016,2,0,1,3,Meal Plan 1,0,Room_Type 1,60,2017,10,12,Offline,0,0,0,65.0,1,Not_Canceled
7042,INN07043,2,0,0,2,Meal Plan 1,0,Room_Type 1,68,2017,9,29,Offline,0,0,0,65.0,0,Not_Canceled
14525,INN14526,1,0,1,2,Meal Plan 1,0,Room_Type 1,41,2017,10,16,Online,0,0,0,96.9,2,Not_Canceled
29653,INN29654,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0,Not_Canceled
3646,INN03647,1,0,3,5,Meal Plan 1,0,Room_Type 1,10,2018,5,29,Corporate,0,0,0,110.0,0,Not_Canceled
17518,INN17519,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2018,11,8,Online,0,0,0,143.28,0,Canceled
30033,INN30034,1,0,2,3,Meal Plan 1,0,Room_Type 1,65,2017,9,25,Online,0,0,0,118.14,1,Not_Canceled
23203,INN23204,2,0,2,2,Meal Plan 1,0,Room_Type 1,34,2018,12,25,Online,0,0,0,95.2,0,Canceled
16182,INN16183,2,0,0,4,Meal Plan 1,0,Room_Type 1,2,2018,3,9,Online,0,0,0,105.0,1,Not_Canceled
20146,INN20147,2,0,2,0,Not Selected,0,Room_Type 1,32,2018,7,3,Online,0,0,0,112.59,0,Canceled
22770,INN22771,2,0,0,1,Meal Plan 1,0,Room_Type 4,64,2018,9,16,Online,0,0,0,149.4,0,Canceled
28280,INN28281,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled
29280,INN29281,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,5,27,Offline,0,0,0,73.0,0,Not_Canceled
21656,INN21657,2,0,2,1,Meal Plan 1,0,Room_Type 1,6,2017,10,10,Offline,1,1,0,65.0,0,Not_Canceled
25547,INN25548,1,0,0,1,Meal Plan 1,0,Room_Type 4,1,2018,1,30,Offline,0,0,0,46.0,0,Not_Canceled
16387,INN16388,2,0,0,3,Meal Plan 1,0,Room_Type 5,36,2018,10,6,Offline,0,0,0,144.0,0,Not_Canceled
13208,INN13209,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled
27174,INN27175,2,0,2,1,Meal Plan 1,0,Room_Type 1,58,2018,4,24,Online,0,0,0,81.08,0,Not_Canceled
12686,INN12687,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,24,Online,0,0,0,135.0,0,Canceled
4354,INN04355,2,0,0,2,Meal Plan 1,0,Room_Type 2,195,2018,12,2,Online,0,0,0,71.22,0,Canceled
7427,INN07428,3,0,0,2,Meal Plan 1,0,Room_Type 4,88,2018,8,19,Online,0,0,0,150.3,2,Not_Canceled
35037,INN35038,1,0,2,3,Meal Plan 1,0,Room_Type 1,65,2017,9,25,Online,0,0,0,130.9,2,Not_Canceled
35207,INN35208,2,0,3,7,Meal Plan 1,0,Room_Type 1,202,2018,8,8,Online,0,0,0,90.95,2,Not_Canceled
9416,INN09417,2,0,0,2,Meal Plan 1,0,Room_Type 4,144,2018,6,15,Online,0,0,0,140.4,2,Not_Canceled
11695,INN11696,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
344,INN00345,3,0,1,1,Meal Plan 1,0,Room_Type 4,69,2018,7,25,Online,0,0,0,137.7,0,Not_Canceled
17045,INN17046,1,0,1,0,Meal Plan 1,0,Room_Type 1,76,2018,10,10,Offline,0,0,0,120.0,0,Canceled
9208,INN09209,2,0,2,5,Meal Plan 1,0,Room_Type 1,257,2018,12,17,Online,0,0,0,73.95,0,Canceled
15008,INN15009,2,1,1,0,Meal Plan 1,0,Room_Type 1,2,2018,9,11,Online,0,0,0,175.0,1,Not_Canceled
2942,INN02943,1,0,0,1,Meal Plan 1,0,Room_Type 1,11,2017,12,15,Corporate,0,0,0,65.0,0,Not_Canceled
31862,INN31863,2,0,1,2,Not Selected,0,Room_Type 1,12,2018,4,29,Online,0,0,0,122.33,0,Canceled
32098,INN32099,2,2,0,4,Meal Plan 1,0,Room_Type 6,26,2018,9,27,Online,0,0,0,226.5,0,Canceled
3127,INN03128,1,0,1,3,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
27575,INN27576,2,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,20,Offline,0,0,0,54.0,0,Not_Canceled
31159,INN31160,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,130.0,0,Canceled
10873,INN10874,2,0,0,4,Not Selected,0,Room_Type 1,112,2018,8,9,Online,0,0,0,112.5,1,Not_Canceled
29016,INN29017,2,0,1,1,Meal Plan 1,0,Room_Type 4,42,2018,4,23,Online,0,0,0,118.8,1,Not_Canceled
10193,INN10194,2,0,1,4,Meal Plan 1,1,Room_Type 1,83,2017,8,5,Online,0,0,0,85.5,1,Not_Canceled
16878,INN16879,2,0,2,1,Meal Plan 1,0,Room_Type 1,21,2018,3,12,Online,0,0,0,112.0,1,Not_Canceled
29546,INN29547,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Offline,0,0,0,80.0,0,Canceled
2811,INN02812,1,0,2,2,Meal Plan 1,0,Room_Type 1,31,2017,10,11,Online,0,0,0,94.5,2,Not_Canceled
8058,INN08059,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,11,5,Offline,0,0,0,130.0,0,Not_Canceled
9689,INN09690,3,0,1,1,Meal Plan 1,0,Room_Type 4,28,2018,10,8,Online,0,0,0,121.47,0,Not_Canceled
8458,INN08459,2,0,0,3,Not Selected,0,Room_Type 1,16,2018,9,27,Online,0,0,0,103.36,1,Not_Canceled
19302,INN19303,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,0,0,0,75.0,0,Canceled
34103,INN34104,2,0,1,5,Meal Plan 1,0,Room_Type 4,184,2018,6,6,Online,0,0,0,115.32,1,Canceled
7219,INN07220,2,1,2,5,Meal Plan 1,0,Room_Type 1,259,2018,12,28,Online,0,0,0,80.26,3,Not_Canceled
1045,INN01046,2,0,1,5,Meal Plan 1,0,Room_Type 1,22,2017,9,1,Online,0,0,0,105.0,2,Not_Canceled
11241,INN11242,2,2,0,1,Meal Plan 1,0,Room_Type 6,23,2017,9,26,Online,0,0,0,250.0,1,Canceled
23197,INN23198,2,0,0,4,Not Selected,0,Room_Type 1,3,2018,12,28,Online,0,0,0,95.2,0,Not_Canceled
17709,INN17710,2,0,0,1,Meal Plan 1,0,Room_Type 4,120,2018,10,28,Online,0,0,0,104.4,1,Canceled
30418,INN30419,1,0,1,3,Meal Plan 1,1,Room_Type 1,12,2018,2,15,Online,0,0,0,95.0,0,Not_Canceled
22194,INN22195,2,2,2,4,Meal Plan 1,0,Room_Type 2,56,2017,10,9,Online,0,0,0,137.44,0,Not_Canceled
34287,INN34288,1,0,1,2,Meal Plan 1,0,Room_Type 1,6,2018,2,15,Online,0,0,0,85.0,0,Canceled
27184,INN27185,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,10,10,Online,0,0,0,118.58,1,Not_Canceled
7410,INN07411,1,0,5,10,Meal Plan 1,0,Room_Type 1,11,2018,5,9,Aviation,0,0,0,95.0,0,Canceled
25559,INN25560,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,1,Canceled
28121,INN28122,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled
2941,INN02942,3,0,0,3,Meal Plan 1,0,Room_Type 4,128,2018,8,4,Online,0,0,0,140.7,1,Not_Canceled
23049,INN23050,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,1,22,Offline,1,0,4,45.0,1,Not_Canceled
26971,INN26972,2,0,0,2,Meal Plan 1,0,Room_Type 4,60,2018,9,2,Online,0,0,0,123.3,0,Canceled
4395,INN04396,2,0,0,2,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,86.0,0,Not_Canceled
16052,INN16053,1,0,1,2,Meal Plan 1,0,Room_Type 4,12,2018,10,24,Aviation,1,0,5,110.0,0,Not_Canceled
35032,INN35033,2,0,1,5,Meal Plan 1,0,Room_Type 1,32,2018,12,27,Offline,0,0,0,70.0,0,Not_Canceled
19849,INN19850,2,0,0,2,Not Selected,0,Room_Type 1,11,2018,5,31,Online,0,0,0,119.0,1,Canceled
24305,INN24306,1,0,0,1,Not Selected,0,Room_Type 1,20,2018,6,8,Online,0,0,0,109.0,1,Not_Canceled
11567,INN11568,1,0,0,2,Meal Plan 1,0,Room_Type 4,65,2018,7,12,Online,0,0,0,139.5,0,Not_Canceled
15821,INN15822,2,0,2,0,Meal Plan 1,0,Room_Type 1,11,2018,6,26,Online,0,0,0,116.0,0,Canceled
12357,INN12358,2,0,1,1,Meal Plan 1,0,Room_Type 1,33,2017,10,19,Online,0,0,0,96.3,2,Not_Canceled
26776,INN26777,2,0,1,3,Meal Plan 1,0,Room_Type 1,189,2018,8,8,Offline,0,0,0,72.25,0,Not_Canceled
3478,INN03479,2,0,0,2,Meal Plan 1,0,Room_Type 1,2,2018,1,22,Online,0,0,0,88.0,1,Not_Canceled
32660,INN32661,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110.0,0,Canceled
30404,INN30405,1,0,0,1,Not Selected,0,Room_Type 1,2,2018,4,5,Online,0,0,0,89.0,2,Not_Canceled
17968,INN17969,2,0,1,2,Meal Plan 1,0,Room_Type 4,27,2017,9,21,Offline,0,0,0,97.0,0,Not_Canceled
15883,INN15884,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled
25710,INN25711,2,0,0,2,Meal Plan 1,0,Room_Type 1,177,2018,6,3,Offline,0,0,0,100.0,0,Canceled
26933,INN26934,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,115.0,1,Canceled
6179,INN06180,3,0,1,3,Meal Plan 1,0,Room_Type 4,6,2018,2,25,Online,0,0,0,130.0,2,Not_Canceled
35132,INN35133,2,0,1,3,Meal Plan 1,0,Room_Type 4,5,2018,5,2,Online,0,0,0,156.0,1,Not_Canceled
22127,INN22128,1,0,0,3,Meal Plan 1,0,Room_Type 4,16,2018,3,8,Corporate,0,0,0,76.0,0,Not_Canceled
17593,INN17594,2,0,2,4,Meal Plan 1,0,Room_Type 4,87,2018,10,16,Online,0,0,0,132.3,0,Canceled
32067,INN32068,2,2,0,1,Meal Plan 1,0,Room_Type 6,14,2018,12,2,Online,0,0,0,174.0,0,Not_Canceled
35587,INN35588,2,0,1,2,Meal Plan 1,0,Room_Type 1,20,2017,9,25,Offline,0,0,0,160.0,0,Canceled
20275,INN20276,2,0,1,2,Not Selected,0,Room_Type 1,28,2018,8,29,Online,0,0,0,109.33,0,Canceled
22932,INN22933,2,1,0,2,Meal Plan 1,0,Room_Type 1,3,2018,7,12,Online,0,0,0,173.5,2,Not_Canceled
16370,INN16371,2,0,0,2,Meal Plan 1,0,Room_Type 1,28,2018,5,19,Corporate,0,0,0,109.0,0,Not_Canceled
25579,INN25580,2,0,2,3,Meal Plan 1,0,Room_Type 4,41,2017,11,8,Offline,0,0,0,60.0,1,Not_Canceled
20256,INN20257,2,0,0,2,Meal Plan 1,0,Room_Type 1,32,2018,3,17,Online,0,0,0,81.9,0,Not_Canceled
10339,INN10340,3,0,2,3,Meal Plan 1,0,Room_Type 4,90,2018,12,24,Online,0,0,0,119.0,1,Not_Canceled
13229,INN13230,2,0,0,3,Meal Plan 1,0,Room_Type 1,148,2018,5,5,Online,0,0,0,105.3,0,Not_Canceled
13794,INN13795,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,10,1,Online,0,0,0,126.0,0,Not_Canceled
23111,INN23112,1,0,1,1,Not Selected,0,Room_Type 1,5,2018,11,28,Online,0,0,0,82.35,0,Not_Canceled
11494,INN11495,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115.0,1,Canceled
22592,INN22593,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
27953,INN27954,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,2,26,Online,0,0,0,81.0,0,Not_Canceled
24681,INN24682,3,0,0,1,Meal Plan 1,0,Room_Type 4,37,2018,3,25,Online,0,0,0,159.3,1,Canceled
10066,INN10067,1,0,0,1,Meal Plan 1,0,Room_Type 1,28,2018,5,19,Online,0,0,0,135.0,1,Not_Canceled
19988,INN19989,2,0,1,2,Not Selected,0,Room_Type 1,64,2018,3,11,Online,0,0,0,51.97,1,Not_Canceled
24663,INN24664,2,0,0,2,Not Selected,0,Room_Type 1,22,2018,9,6,Online,0,0,0,118.0,1,Canceled
9522,INN09523,3,0,0,3,Meal Plan 1,0,Room_Type 4,38,2018,5,10,Online,0,0,0,159.3,0,Canceled
3707,INN03708,2,0,0,3,Meal Plan 1,0,Room_Type 1,16,2018,12,8,Online,0,0,0,108.67,0,Not_Canceled
10000,INN10001,2,0,1,1,Meal Plan 1,0,Room_Type 1,188,2018,8,13,Online,0,0,0,105.3,0,Canceled
30885,INN30886,2,0,2,4,Meal Plan 1,1,Room_Type 4,105,2018,3,20,Online,0,0,0,97.12,0,Not_Canceled
20946,INN20947,2,0,0,4,Meal Plan 1,0,Room_Type 1,77,2018,6,22,Offline,0,0,0,110.0,0,Not_Canceled
5211,INN05212,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Online,0,0,0,65.0,0,Canceled
22049,INN22050,2,0,2,3,Meal Plan 1,0,Room_Type 4,35,2018,6,17,Offline,0,0,0,96.3,0,Not_Canceled
9672,INN09673,2,0,1,1,Not Selected,0,Room_Type 1,3,2018,1,9,Online,0,0,0,67.5,0,Not_Canceled
9362,INN09363,2,2,1,2,Meal Plan 1,1,Room_Type 6,149,2018,8,12,Online,0,0,0,195.3,1,Not_Canceled
18765,INN18766,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,18,Online,0,0,0,124.0,2,Not_Canceled
23110,INN23111,2,1,0,2,Meal Plan 1,0,Room_Type 1,18,2018,12,30,Online,0,0,0,158.0,2,Not_Canceled
14608,INN14609,2,0,1,2,Meal Plan 1,0,Room_Type 6,69,2018,1,29,Offline,0,0,0,82.0,0,Not_Canceled
13099,INN13100,3,0,2,2,Meal Plan 1,0,Room_Type 4,28,2018,5,22,Online,0,0,0,149.15,0,Canceled
11120,INN11121,1,0,2,2,Meal Plan 1,0,Room_Type 1,64,2018,3,18,Online,0,0,0,93.5,0,Not_Canceled
30044,INN30045,2,0,0,3,Meal Plan 1,0,Room_Type 1,52,2018,7,27,Online,0,0,0,135.9,0,Canceled
20989,INN20990,1,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,90.0,0,Not_Canceled
9787,INN09788,3,0,1,0,Meal Plan 1,1,Room_Type 4,54,2018,7,3,Online,0,0,0,159.3,2,Not_Canceled
27975,INN27976,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,110.0,0,Canceled
22280,INN22281,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Offline,0,0,0,120.0,0,Canceled
11871,INN11872,3,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,110.0,0,Canceled
12098,INN12099,2,0,1,3,Meal Plan 1,0,Room_Type 1,262,2018,12,26,Online,0,0,0,73.95,0,Canceled
23208,INN23209,2,1,1,3,Meal Plan 1,0,Room_Type 1,33,2018,5,9,Online,0,0,0,143.1,0,Canceled
21322,INN21323,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Offline,0,0,0,94.5,0,Canceled
20564,INN20565,3,0,0,3,Meal Plan 1,0,Room_Type 4,13,2018,6,2,Online,0,0,0,173.67,1,Not_Canceled
27745,INN27746,2,1,2,3,Not Selected,0,Room_Type 1,225,2018,12,29,Online,0,0,0,71.91,0,Canceled
5059,INN05060,2,0,1,4,Meal Plan 1,0,Room_Type 1,85,2018,2,3,Online,0,0,0,71.0,0,Not_Canceled
27773,INN27774,2,0,0,1,Meal Plan 1,0,Room_Type 4,39,2018,4,21,Online,0,0,0,118.8,1,Not_Canceled
24965,INN24966,2,2,0,2,Meal Plan 1,0,Room_Type 6,1,2018,11,29,Online,0,0,0,142.0,0,Not_Canceled
35194,INN35195,3,0,1,4,Meal Plan 1,0,Room_Type 1,102,2018,7,25,Offline,0,0,0,96.9,0,Canceled
8561,INN08562,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115.0,1,Canceled
8560,INN08561,2,0,0,4,Meal Plan 1,0,Room_Type 4,183,2018,9,21,Online,0,0,0,102.1,1,Canceled
29775,INN29776,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,10,28,Online,0,0,0,96.3,0,Canceled
9314,INN09315,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled
15165,INN15166,1,0,1,2,Meal Plan 2,0,Room_Type 1,80,2018,9,26,Online,0,0,0,0.0,0,Not_Canceled
16672,INN16673,1,0,0,2,Meal Plan 1,0,Room_Type 5,7,2018,7,6,Corporate,1,0,25,106.0,0,Not_Canceled
19038,INN19039,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115.0,1,Canceled
19256,INN19257,2,0,1,1,Meal Plan 1,0,Room_Type 1,218,2018,8,13,Online,0,0,0,69.33,0,Canceled
16706,INN16707,1,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90.0,0,Not_Canceled
10774,INN10775,2,1,2,1,Not Selected,0,Room_Type 1,23,2018,4,9,Online,0,0,0,93.82,2,Not_Canceled
16332,INN16333,3,0,0,2,Meal Plan 1,0,Room_Type 4,19,2018,7,20,Online,0,0,0,162.0,2,Not_Canceled
22724,INN22725,1,0,0,3,Meal Plan 1,0,Room_Type 1,1,2017,8,11,Online,0,0,0,114.0,0,Not_Canceled
17894,INN17895,2,0,2,2,Meal Plan 1,0,Room_Type 1,37,2017,12,26,Online,0,0,0,87.3,0,Not_Canceled
17132,INN17133,2,0,1,4,Meal Plan 2,0,Room_Type 4,126,2018,7,13,Online,0,0,0,144.5,2,Not_Canceled
9025,INN09026,2,0,1,1,Meal Plan 1,0,Room_Type 1,20,2018,2,8,Online,0,0,0,83.8,1,Not_Canceled
28702,INN28703,2,0,0,1,Meal Plan 1,0,Room_Type 5,13,2018,7,21,Corporate,0,0,0,158.95,1,Not_Canceled
27792,INN27793,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,80.0,0,Not_Canceled
11959,INN11960,2,0,1,3,Meal Plan 1,0,Room_Type 4,45,2018,10,3,Online,0,0,0,111.6,0,Canceled
32910,INN32911,2,0,0,1,Meal Plan 1,0,Room_Type 1,13,2018,6,23,Online,0,0,0,91.0,0,Not_Canceled
20906,INN20907,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled
18166,INN18167,2,0,0,5,Meal Plan 1,0,Room_Type 1,40,2018,11,15,Online,0,0,0,88.4,1,Not_Canceled
10551,INN10552,2,0,1,2,Meal Plan 1,0,Room_Type 1,187,2018,10,7,Online,0,0,0,108.9,3,Not_Canceled
26278,INN26279,2,0,2,0,Meal Plan 1,0,Room_Type 1,5,2017,9,20,Corporate,1,1,0,100.0,0,Not_Canceled
8032,INN08033,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled
30718,INN30719,2,0,2,1,Meal Plan 1,0,Room_Type 1,121,2018,7,16,Online,0,0,0,105.3,1,Not_Canceled
23662,INN23663,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,94.5,0,Not_Canceled
14598,INN14599,2,0,2,0,Meal Plan 1,0,Room_Type 1,0,2017,9,20,Corporate,0,0,0,65.0,0,Not_Canceled
14951,INN14952,2,0,0,4,Not Selected,0,Room_Type 1,134,2018,7,13,Online,0,0,0,89.25,1,Not_Canceled
24588,INN24589,2,1,1,3,Meal Plan 2,0,Room_Type 1,54,2018,4,28,Online,0,0,0,180.68,0,Canceled
704,INN00705,2,0,0,3,Not Selected,0,Room_Type 1,21,2018,10,4,Online,0,0,0,116.1,0,Canceled
9077,INN09078,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,2017,8,14,Offline,0,0,0,109.0,0,Not_Canceled
32794,INN32795,2,0,0,2,Meal Plan 1,0,Room_Type 1,55,2018,11,2,Online,0,0,0,97.2,1,Not_Canceled
8445,INN08446,2,0,0,2,Meal Plan 2,0,Room_Type 4,60,2018,9,29,Online,0,0,0,149.77,3,Not_Canceled
