lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
5,0,86.33183538495963,6,13,4,1,0,0,0,0
57,0,88.77013722885405,12,25,4,2,0,2,0,0
196,0,76.97535224499123,5,12,3,3,0,0,0,0
24,0,145.41161697820448,4,29,4,3,0,0,3,0
141,1,115.68504477518486,7,5,4,4,0,0,1,0
8,0,117.70966298831375,5,22,4,2,0,3,0,0
74,0,110.84274274611559,4,27,4,3,0,0,0,0
37,0,123.50834146642215,8,26,4,2,0,3,0,0
72,0,78.44488132038288,3,16,4,3,0,0,0,0
59,0,104.25511565045909,4,25,4,2,1,0,0,0
54,0,118.24701687658622,4,5,4,2,0,0,0,0
5,0,126.77904514356352,3,4,4,4,2,0,2,0
188,0,130.0,6,15,3,2,0,0,0,0
19,0,65.29973519601324,9,10,3,1,1,1,0,0
256,0,104.17944007885053,10,15,4,3,1,0,2,0
259,1,79.3390407539664,12,25,4,5,1,0,0,0
88,0,110.20348593104656,5,26,4,4,3,0,0,0
155,0,95.99661190578948,9,20,3,2,0,1,0,0
31,0,109.56563069342704,9,3,4,0,2,1,1,0
176,0,113.23651157537428,8,8,3,4,1,0,2,0
84,0,119.66528092683738,8,3,4,3,0,0,0,0
307,0,52.0,11,24,3,2,0,0,0,0
163,0,107.6568593267294,7,6,4,4,2,0,0,0
35,1,110.15012411732499,8,29,4,4,0,0,0,0
108,0,86.5515298376415,5,27,4,1,0,0,2,0
33,0,140.4,3,24,4,2,0,0,3,0
28,0,141.38311280795634,5,9,4,3,0,0,0,0
190,0,115.17162753807796,10,25,4,1,0,0,2,0
52,0,132.80523144877634,9,11,4,0,0,2,0,0
49,0,53.698878524149734,3,10,4,2,1,0,0,0
80,0,135.0,10,20,4,1,0,0,0,0
45,0,194.87667821348674,5,12,4,2,0,0,5,0
127,0,132.3,10,11,4,4,0,0,3,0
233,0,90.0,10,14,3,2,1,0,0,0
32,1,74.89014121165008,10,14,4,3,1,0,0,0
8,1,155.24638986852202,9,28,4,2,1,0,3,0
140,0,124.6536102236873,7,15,4,4,1,0,2,0
152,1,104.1683731428356,10,29,4,1,1,0,3,0
178,0,94.62,8,23,4,3,0,0,1,0
32,0,70.81272789766807,2,20,4,1,1,3,0,0
19,0,79.0,2,23,4,3,0,3,0,0
33,0,126.9,5,10,4,1,0,0,0,0
17,0,83.2,10,26,4,3,1,0,0,0
35,0,78.10670039047946,1,12,4,2,0,0,0,0
2,0,109.0,8,1,4,0,1,3,0,0
167,1,105.65879767872484,7,7,4,2,1,0,0,0
176,0,126.29337803491354,8,8,3,3,0,0,0,0
18,0,117.82141723410845,9,3,4,0,1,3,0,0
63,1,149.4,9,8,4,3,0,0,3,0
225,0,67.5478283492488,10,25,4,1,0,2,0,0
156,1,133.08856919198487,6,14,4,2,0,0,3,0
144,1,132.50182546076644,7,28,4,3,1,0,3,0
61,0,117.0066657523586,3,22,4,2,0,0,0,0
92,0,79.0366535864907,4,6,4,2,0,3,0,0
6,0,116.46887675995458,6,22,4,3,1,3,0,0
170,0,91.02503303988809,7,6,4,3,1,0,0,0
250,1,99.7776681965534,9,25,3,2,1,0,0,0
18,0,48.132666301789385,7,19,3,3,1,1,0,0
32,0,217.25511439175253,8,13,4,1,0,0,4,0
212,0,122.96852950383976,8,22,4,4,1,0,0,0
81,0,166.79705593680978,8,5,4,2,0,0,3,0
183,1,90.9,10,28,4,1,1,0,0,0
14,0,63.918863187595775,2,5,4,12,4,3,0,0
0,0,208.0254423197007,7,27,2,2,0,0,3,0
208,0,105.36915307874173,10,22,3,2,1,0,0,0
43,0,126.86391720084139,5,9,4,2,0,0,0,0
87,0,76.5,4,4,4,1,0,3,0,0
83,0,204.12629817959143,8,28,4,3,0,0,5,0
92,0,96.3,4,18,4,2,0,0,0,0
31,0,79.33992651173918,11,16,4,3,0,0,0,0
1,0,80.0883662979536,2,10,4,1,0,3,0,0
192,0,65.04004070336892,9,14,3,2,0,0,0,0
2,0,90.3527565159521,3,7,3,3,0,2,0,0
116,0,94.79816459313297,7,1,3,1,1,0,0,0
37,0,88.0,12,12,4,2,0,3,0,0
49,0,89.91729536074898,9,5,4,3,0,2,0,0
111,0,120.0,10,10,3,0,1,0,2,0
8,0,103.74737293087408,10,1,4,3,0,3,0,0
22,0,148.75542592139388,5,18,4,1,1,0,0,0
91,0,80.23356251454523,4,3,3,2,1,0,0,0
17,0,94.8313208699011,3,17,4,1,1,0,0,0
198,0,85.1512860463741,8,28,4,0,1,3,0,0
201,0,128.75600328794226,9,21,4,1,2,0,2,0
219,1,156.41670993028575,8,15,4,1,1,0,0,0
17,0,109.29477837141417,4,16,1,7,3,0,3,0
288,0,67.41493582843415,12,22,4,5,2,0,0,0
31,0,168.3,7,9,4,1,1,0,3,0
49,0,105.95309011193872,11,10,4,4,3,0,0,0
156,0,101.2034064982753,7,9,4,3,1,1,0,0
2,0,52.5571950199829,2,8,3,0,1,1,1,0
138,1,123.62405718127401,5,21,4,1,2,0,3,0
5,0,229.13791573319662,8,4,4,3,1,0,4,0
280,0,108.07125219868733,9,6,4,2,1,0,1,0
2,0,72.3765876383202,7,15,3,1,2,0,0,0
58,0,88.06043014834029,3,23,4,1,0,3,0,0
90,1,127.8,4,28,4,2,0,0,0,0
62,0,64.80880704567005,3,8,4,4,0,3,0,0
97,0,70.63418433206017,8,21,3,2,0,0,0,0
121,0,75.95848219622296,9,9,4,2,1,0,0,0
137,0,88.2793797641427,6,13,4,6,1,0,0,0
37,0,125.3092799001035,6,26,4,2,0,2,0,0
117,0,189.1436400659768,7,20,4,4,0,0,5,0
247,1,69.91658047906662,10,28,4,2,2,0,0,0
213,1,102.85,10,1,4,2,2,0,0,0
55,0,177.3,4,16,4,1,2,0,5,0
35,1,129.0,10,26,4,4,0,0,0,0
48,0,88.33661026252355,3,7,4,2,0,0,3,0
19,0,108.58183250021908,10,1,4,2,0,0,0,0
3,0,226.16579067241472,7,3,4,2,0,0,4,0
100,2,96.0339501359184,11,5,4,1,0,0,0,0
59,0,76.80277865831714,3,30,4,3,0,3,0,0
12,0,85.0,5,17,3,0,0,0,0,0
45,0,132.27644375486176,3,19,4,1,0,0,3,0
153,0,113.65095665860751,9,6,4,1,0,0,0,0
12,0,129.63115512014474,3,24,4,0,0,0,1,0
61,0,94.78,4,26,4,4,0,3,0,0
2,0,88.06890970949199,3,8,2,1,0,0,0,0
102,0,80.0,10,16,3,2,0,1,0,0
66,0,167.35400983588386,8,4,4,2,1,0,2,0
103,0,107.75336256926614,9,5,4,5,2,3,0,0
46,0,76.28889885073342,11,10,4,3,1,3,0,0
14,0,165.7156178703583,9,4,2,3,0,0,4,0
8,0,144.7846417059851,3,25,4,1,1,0,0,0
95,2,86.6744680929487,11,20,4,0,2,0,0,0
13,0,152.39601226832755,6,1,4,2,0,0,2,0
22,0,159.0,6,1,4,2,0,0,2,0
234,0,90.43335080406383,10,15,3,2,1,0,0,0
17,0,98.01528481094103,4,11,4,0,1,3,0,0
23,0,156.9633703024012,5,21,4,1,0,0,3,0
150,0,203.70638095567776,8,17,4,3,0,1,3,0
49,1,108.66139394286068,4,20,4,2,0,0,0,0
162,0,105.94846282798366,8,14,4,3,1,0,0,0
15,0,110.4151698322315,5,29,4,0,0,0,0,0
6,0,156.3753082962062,6,17,4,2,1,0,2,0
29,0,133.30880001720365,5,20,4,2,2,0,3,0
35,0,81.9,3,7,4,3,1,0,0,0
92,0,150.3654143504547,8,22,4,3,1,0,3,0
93,1,72.08567218257792,11,3,4,2,0,0,0,0
378,0,84.74479672815175,10,18,3,2,0,0,0,0
38,0,124.14069166272327,11,13,4,4,2,0,2,0
72,0,79.67618257497743,9,30,4,2,1,3,0,0
196,0,162.36786300598283,8,23,4,2,1,0,3,0
0,0,65.0,4,12,2,0,0,0,0,0
9,0,144.63250722163676,7,10,4,2,2,0,2,0
161,0,123.86353180784566,8,14,4,3,1,0,0,0
211,1,222.3612902846698,10,6,4,2,0,0,3,0
223,0,71.12078073476516,10,27,4,4,2,3,0,0
48,0,140.4,5,15,4,2,1,0,3,0
45,0,99.0,8,30,4,1,0,3,0,0
110,1,119.3489094569573,10,9,3,1,1,0,0,0
34,0,98.37965355392024,5,18,4,1,2,2,0,0
18,0,112.72088357382873,6,12,4,0,1,0,0,0
42,0,95.63539326633094,6,26,4,1,1,3,0,0
7,0,150.94285816455198,7,2,4,1,0,0,0,0
106,0,82.33734053382602,6,29,3,1,2,0,0,0
85,0,82.38460497047402,3,4,4,3,0,0,0,0
17,1,100.50737562662694,11,11,4,4,2,0,0,0
10,0,214.82223674891668,5,12,4,3,2,0,5,0
175,0,79.47767568899751,7,14,4,3,1,1,0,0
20,0,88.0,10,25,4,2,0,3,0,0
276,0,95.0,9,22,3,3,0,0,0,0
101,0,80.0,4,4,3,2,1,0,0,0
22,1,79.0,2,21,4,1,1,3,0,0
103,0,116.04653600973285,5,14,4,2,0,2,0,0
152,1,120.7,7,6,4,3,1,0,3,0
104,0,104.42015573113368,6,15,4,1,0,0,0,0
39,0,127.34705899814168,5,7,4,1,0,0,0,0
300,0,76.82419313741623,6,13,3,2,0,0,0,0
177,1,104.60140054764388,9,29,4,1,1,0,2,0
179,1,104.35277526006156,9,27,4,2,1,0,3,0
168,0,137.7,7,25,4,1,0,0,1,0
58,0,112.2,4,21,4,2,2,0,3,0
149,0,85.5,7,27,4,0,1,3,0,0
69,1,75.43088035486922,9,22,4,4,0,0,0,0
24,0,77.10432529452525,9,19,4,3,1,0,0,0
134,0,103.13006410788215,6,16,3,1,0,0,2,0
20,0,90.41131866774789,3,6,4,0,1,0,0,0
128,0,90.0,11,22,4,1,1,0,0,0
87,0,76.5,4,5,4,1,0,3,0,0
9,0,63.96543728559827,11,26,4,3,2,0,0,0
143,1,167.19514602264564,8,26,4,1,0,0,4,0
153,0,103.82743481852646,6,6,4,2,0,0,0,0
183,0,110.0,9,8,3,3,0,0,0,0
159,0,106.65935410566327,7,5,4,4,1,0,0,0
174,0,76.18904771870424,8,5,3,1,0,0,0,0
133,0,133.9179384602729,7,27,4,3,1,0,2,0
166,1,127.7966398041949,7,12,4,2,1,0,3,0
112,0,120.03391736673514,6,2,3,2,0,0,0,0
232,1,105.68220458479638,7,12,4,4,0,0,0,0
39,0,150.6951865936489,8,15,4,1,2,0,3,0
61,0,88.45194462766622,3,10,4,3,0,0,2,0
16,0,111.7954484385012,5,7,4,1,1,0,0,0
27,0,139.0,8,21,4,2,0,2,0,0
61,0,77.98312857212105,3,4,4,2,0,0,0,0
98,0,167.63145299596195,4,21,4,3,1,0,4,0
304,0,89.0,11,3,3,2,0,0,0,0
4,0,108.65776691794936,6,8,4,1,0,2,0,0
269,0,106.44622859450645,10,22,2,2,1,0,3,0
57,0,94.36287629655833,6,19,4,2,0,0,0,0
3,0,133.8487266986614,9,5,4,1,0,2,0,0
305,0,89.0,11,4,3,2,1,0,0,0
19,0,120.41724067653436,6,2,4,0,0,0,0,0
64,0,128.13221477291833,5,16,3,2,1,0,0,0
2,0,79.0,2,13,4,1,0,3,0,0
34,0,73.1,3,2,4,2,0,3,0,0
189,1,91.35646076192836,7,4,4,4,0,0,0,0
128,0,139.26356033889473,7,4,4,1,0,1,0,0
203,0,90.21102490441056,5,4,3,3,0,0,0,0
14,0,112.55735338358727,5,30,4,2,0,0,3,0
250,1,84.49405860500076,11,29,4,2,2,0,0,0
170,0,111.77061409347141,8,29,4,5,2,0,0,0
176,0,105.42086154163027,7,29,4,1,0,0,0,0
106,0,103.21617703612228,4,27,4,8,2,0,0,0
64,0,161.79124955975058,5,19,4,2,1,0,5,0
31,0,88.0,11,25,4,1,0,3,0,0
179,1,96.6813811307119,7,1,4,1,0,0,0,0
102,0,77.67488220092518,3,15,4,2,0,0,0,0
23,0,123.54484008938435,7,28,4,2,1,0,0,0
45,0,65.14828690950817,3,5,4,2,0,3,0,0
46,0,142.96898924115007,5,8,4,2,1,0,0,0
122,0,56.58382892395998,5,26,3,2,1,0,0,0
141,0,117.63634753985319,6,3,3,2,1,0,3,0
59,0,163.7094629431617,3,18,4,2,1,0,5,0
77,0,149.44299910875696,8,14,4,2,0,0,2,0
132,0,107.14917542327974,10,1,4,2,1,1,0,0
261,0,64.68745866146179,11,13,4,4,2,2,0,0
116,0,95.37548434135545,7,1,4,1,1,0,0,0
37,0,116.1,5,15,4,1,0,3,0,0
189,2,109.95942141083113,8,19,4,4,1,0,3,0
13,0,94.6290894606281,5,30,4,0,1,0,0,0
64,0,118.45238255223558,4,16,4,1,0,0,2,0
125,1,137.3013061256818,9,21,4,1,0,0,3,0
238,0,139.57298681371054,10,5,4,3,0,0,3,0
181,1,120.0,10,11,3,2,0,0,0,0
205,2,126.990210738813,9,7,4,3,0,0,0,0
102,0,138.24759202842944,6,1,4,1,2,0,1,0
10,1,140.0,10,11,4,1,0,3,0,0
50,0,140.15889220788563,9,8,4,1,1,0,3,0
99,2,95.54295310990003,8,4,4,3,0,0,0,0
179,2,122.14739537001276,9,24,4,1,2,0,0,0
168,0,105.66153455284451,5,21,3,1,1,0,0,0
53,0,259.3901145073822,7,5,4,1,1,0,6,0
75,0,187.29447572734185,6,15,4,2,0,0,3,0
118,0,85.60828463283364,6,18,4,0,1,0,0,0
253,0,90.47645735317008,5,4,3,3,0,0,0,0
170,0,95.38520900533128,7,17,4,3,0,1,0,0
73,0,79.22868634078809,3,16,4,3,1,0,0,0
119,0,114.3,7,9,4,3,0,0,0,0
158,0,103.92954158242696,5,12,4,2,1,0,0,0
273,1,106.80719878955614,8,8,4,2,0,0,0,0
153,0,95.65084145792356,8,24,4,2,0,0,0,0
155,1,138.54470536163674,7,17,4,0,2,0,3,0
260,1,100.3,10,7,4,3,2,0,0,0
275,0,91.22726022772696,10,7,4,4,2,2,0,0
5,0,87.97297305547438,6,18,4,1,0,3,0,0
39,1,183.4343864073702,9,5,4,3,1,0,4,0
28,0,101.06865848045159,4,16,4,3,2,0,0,0
53,0,123.3,9,2,4,2,1,0,3,0
31,0,143.1542161797642,10,7,4,2,0,0,0,0
61,0,177.3,6,18,4,1,0,0,5,0
195,0,139.83124683067922,8,5,4,3,1,0,2,0
106,0,64.94306628332762,6,4,3,3,1,1,0,0
75,0,116.31160905292037,6,17,4,2,0,3,0,0
63,0,94.78,4,26,4,4,0,3,0,0
9,0,169.0,7,23,4,0,0,0,0,0
123,2,76.39079609321954,7,25,4,1,0,0,0,0
37,0,149.42871083552373,9,10,4,2,1,0,3,0
29,0,133.9774789632043,5,20,4,2,2,0,3,0
86,0,93.36337124926995,10,12,3,0,0,0,0,0
93,0,107.48454913230141,10,4,4,1,0,1,0,0
208,2,88.68785342327479,8,16,4,2,0,3,0,0
89,0,77.4341475083457,7,27,4,1,1,0,0,0
24,0,127.65489050299563,4,10,4,4,1,0,3,0
55,0,68.00288770033647,11,15,4,1,2,3,0,0
152,1,113.54333842476328,7,3,4,1,0,0,0,0
60,0,122.03883462115164,5,27,4,4,0,0,3,0
58,1,87.16491049250237,3,28,4,3,0,0,0,0
57,0,95.4013627664554,4,18,4,1,1,0,0,0
104,0,108.54457132141627,10,9,4,0,1,2,0,0
26,0,102.93682751952842,11,20,4,3,1,0,0,0
355,0,114.4795299123527,9,11,3,2,1,0,0,0
35,0,149.4,8,10,4,1,0,0,3,0
13,0,127.2914361639539,3,7,4,2,0,0,1,0
76,1,110.04408613018174,4,27,4,3,0,0,0,0
178,0,127.51810473423603,7,28,4,4,2,0,3,0
90,0,88.80926323103675,8,13,4,1,2,0,0,0
3,0,79.835208983183,2,5,4,4,2,3,0,0
57,0,110.25663813681335,11,8,4,2,0,0,0,0
67,0,78.00581854144926,4,2,4,2,1,3,0,0
186,0,104.09578106844192,7,26,4,3,0,0,2,0
17,0,110.35902487738127,9,18,3,2,1,0,0,0
30,0,98.1,5,24,4,1,0,3,0,0
203,0,90.27429746652507,5,29,4,1,1,0,0,0
55,0,141.38998672273542,6,9,4,1,0,0,3,0
35,0,84.3661324765097,6,1,4,2,0,3,0,0
36,0,66.40099738454985,4,16,3,0,0,0,0,0
13,1,85.29,8,27,4,5,2,0,1,0
155,0,137.42751525079976,9,30,4,2,0,0,2,0
261,0,75.87902607204175,12,26,4,3,1,0,0,0
10,0,155.50326270521444,7,17,4,2,0,0,3,0
34,0,102.50349519896692,10,27,4,2,1,1,0,0
25,0,220.96829290925285,5,18,4,1,0,0,5,0
22,0,287.0860373572728,5,20,4,1,1,0,5,0
186,1,99.45,8,6,4,5,2,0,0,0
21,0,92.81413975219911,9,16,1,1,2,0,0,0
120,0,124.41814876301991,7,14,4,2,0,0,2,0
178,0,105.06901557359247,9,25,3,2,1,0,3,0
25,0,149.4,4,14,4,3,1,0,0,0
100,1,131.0204869568625,6,28,4,1,0,0,0,0
39,0,199.82946187769593,5,21,4,2,0,0,5,0
33,0,62.95234371910605,1,25,2,1,0,0,0,0
195,0,96.7606381451307,8,22,4,5,2,0,0,0
175,0,104.383594613774,9,28,4,2,1,0,2,0
218,1,77.925837976917,8,9,4,1,0,0,0,0
15,0,154.38758133709152,8,17,4,2,1,0,0,0
12,0,145.0,7,9,4,1,1,0,0,0
155,1,102.30430787216879,8,19,4,5,2,0,0,0
26,0,101.18274378138567,5,22,4,1,0,0,0,0
192,1,102.98422826741269,11,28,4,3,0,0,2,0
153,1,186.3,8,18,4,1,1,0,5,0
81,0,134.40708779036729,7,12,4,2,1,0,0,0
50,0,126.39104338514339,4,21,4,1,0,0,0,0
48,0,67.53096064862316,3,5,4,1,2,2,0,0
27,0,166.63235151184173,6,28,4,2,0,0,3,0
88,0,115.83938262242893,4,29,4,1,2,3,0,0
144,0,114.3,8,10,4,0,1,0,0,0
68,0,137.7,5,24,4,2,0,0,3,0
116,0,108.44858086021141,5,6,4,1,0,0,0,0
97,0,69.91714790843201,8,21,3,2,0,0,0,0
243,1,105.32959981542508,9,9,4,2,1,1,0,0
93,0,115.0,10,15,3,1,2,0,0,0
230,0,137.0,9,6,3,5,0,1,0,0
98,0,125.3925281605628,8,11,4,1,0,2,0,0
178,1,112.5,7,26,4,2,0,0,0,0
267,1,104.58932904755346,8,6,4,1,1,0,0,0
9,0,79.0,2,5,4,0,0,2,0,0
8,0,123.33687647953278,6,11,4,1,1,0,0,0
181,2,96.3,7,29,4,1,0,0,0,0
259,0,107.91783461825754,10,15,4,2,0,0,0,0
231,2,81.82,8,1,4,7,3,0,1,0
55,0,168.25921243139476,7,16,4,3,0,0,3,0
183,0,98.1,10,11,4,1,0,3,0,0
11,0,90.1286240604392,5,14,2,2,0,0,2,0
155,0,171.60396288025163,7,12,4,3,1,0,2,0
68,0,172.13216673212114,10,6,4,2,1,2,0,0
40,0,140.94787213835482,3,24,4,2,0,0,3,0
28,0,87.07759074113387,6,17,3,0,1,3,0,0
29,0,96.03848675322283,3,13,4,2,1,1,1,0
112,0,146.2738923244776,8,7,4,3,1,0,3,0
129,1,135.73973725109641,7,26,4,1,1,0,2,0
78,0,100.0,3,25,3,2,1,0,0,0
5,0,91.01761215065584,8,13,4,6,1,0,0,0
200,1,142.61537505536342,9,2,4,2,1,0,2,0
9,0,110.0,9,29,0,1,0,0,3,0
25,0,174.06550570697604,1,5,4,1,1,0,3,0
112,0,76.73208498838179,7,7,4,2,2,0,0,0
36,0,88.0,12,13,4,2,0,3,0,0
278,0,104.00313428487378,7,15,4,1,1,0,0,0
18,0,148.76391701878063,6,24,4,0,0,1,0,0
151,0,133.79705213040825,6,8,4,2,1,0,3,0
66,0,134.56908089502122,10,19,4,2,0,0,0,0
85,0,91.86511769093975,4,8,4,3,2,1,0,0
139,0,143.7097498275861,9,20,4,4,1,0,3,0
52,0,168.25571904068897,4,15,4,3,1,0,5,0
346,1,115.0,9,13,3,2,0,1,0,0
30,0,81.9,2,11,4,1,0,0,0,0
100,0,142.3143853031,7,21,4,2,0,0,3,0
177,0,100.2310580975732,6,3,4,2,1,0,0,0
78,1,89.34501920975428,9,12,4,4,1,0,0,0
167,0,106.72040949302581,5,22,3,2,2,1,1,0
3,0,145.43780041915943,5,11,4,3,1,0,3,0
36,0,134.380838445568,6,9,4,2,0,0,1,0
44,0,66.42590516880938,2,7,3,2,1,0,0,0
160,0,112.77261935133394,8,23,4,2,0,0,1,0
228,1,92.49238255436528,10,17,4,3,0,0,0,0
138,0,100.34989248418464,8,3,4,3,0,0,0,0
206,0,143.1,9,6,4,1,0,0,0,0
216,0,97.29597832761857,9,28,4,1,0,0,0,0
54,0,85.85,3,28,4,3,1,0,0,0
15,0,108.55729125270736,4,7,4,0,2,3,0,0
116,0,61.0,2,28,3,1,2,0,0,0
233,0,81.02834934531438,8,27,4,4,0,3,0,0
63,0,138.75831289874105,6,26,4,2,1,0,3,0
88,0,196.76479593756426,6,8,4,2,1,0,5,0
100,1,219.6816477107108,5,13,4,1,0,0,2,0
93,1,76.5,7,7,4,4,1,0,0,0
42,0,125.13081109291318,3,16,4,4,1,0,3,0
142,0,84.91863479912067,11,20,4,2,0,0,0,0
88,0,88.0,12,6,4,1,0,3,0,0
230,0,99.72329162849562,9,11,4,1,2,0,0,0
54,0,86.76356783803568,3,17,4,0,1,2,0,0
230,0,137.0,9,6,3,5,0,0,0,0
168,0,94.74208850887199,7,17,4,3,0,0,0,0
184,1,129.05880490525442,10,17,4,3,0,0,2,0
123,0,76.5,7,13,4,1,1,0,0,0
118,0,114.0561999748145,8,8,3,3,0,0,1,0
219,1,153.9482395866294,8,25,4,1,0,0,3,0
74,0,106.72873797166493,4,26,4,3,0,0,0,0
92,0,143.20371654090337,5,19,4,2,1,0,3,0
215,0,96.3,7,8,4,2,1,0,0,0
115,2,111.91047315166784,12,27,4,4,1,0,1,0
29,0,113.79117636805468,4,20,4,0,1,3,0,0
153,0,112.1675416061387,6,7,4,5,1,0,0,0
223,0,82.72226534425057,8,18,4,1,1,3,0,0
68,0,161.14527386210997,8,27,4,1,1,0,3,0
75,0,62.93546539781591,3,12,4,3,0,3,0,0
82,1,105.26230770633907,5,13,4,2,1,1,1,0
8,0,112.08311380897956,3,26,4,1,1,0,1,0
40,1,164.7582518192757,8,23,4,3,1,0,0,0
93,0,161.4035128916278,5,6,4,3,0,0,1,0
192,0,95.67592117362246,9,22,4,3,1,1,0,0
90,0,150.3182957080556,8,16,4,10,3,0,3,0
114,0,87.42631123219218,6,7,3,1,1,0,0,0
135,0,118.71348878074528,9,4,4,4,0,0,0,0
119,0,84.76966858203708,4,27,4,2,1,1,0,0
121,0,89.97722136660074,5,25,4,2,0,0,0,0
51,0,63.75,3,9,4,4,0,3,0,0
69,0,66.95527731971993,3,12,4,1,2,3,0,0
47,1,125.16267104580815,9,9,4,2,0,2,0,0
275,0,90.82898954683361,10,5,4,3,0,0,0,0
64,0,136.8,9,6,4,4,0,0,3,0
205,0,89.25490932397065,7,21,4,2,1,0,0,0
143,0,143.1669778323977,8,11,4,4,1,0,3,0
186,1,102.93891528931526,9,29,4,1,2,2,0,0
185,1,112.78151893494015,7,3,4,5,1,0,3,0
121,0,140.1109480935672,8,3,4,3,0,0,3,0
37,0,72.44757631827335,2,22,4,2,1,1,0,0
205,0,74.2552376854,9,27,4,2,0,0,0,0
10,1,155.37759168582338,6,19,4,1,1,0,3,0
19,0,149.0310694366074,9,2,4,2,0,0,0,0
207,0,80.06383412985537,7,28,4,3,1,2,0,0
2,0,83.54304878240059,3,10,4,1,0,0,0,0
192,1,93.8083616992551,9,3,4,3,0,0,1,0
111,1,204.7554606774427,8,18,4,4,1,0,6,0
102,0,94.62199051450295,5,4,4,3,0,0,0,0
322,0,80.0,5,19,3,3,1,0,0,0
30,0,98.1,5,24,4,1,0,3,0,0
25,0,152.43555381930068,4,13,4,1,2,0,0,0
152,1,107.73031453586138,7,22,4,1,1,0,0,0
186,1,105.90938987739183,7,26,4,2,2,0,0,0
0,0,139.0,6,6,4,1,0,0,2,0
53,0,118.86888657127429,3,25,4,2,0,0,3,0
2,0,146.31602714836296,4,14,4,2,0,0,2,0
63,0,150.3564502195673,8,22,4,1,1,0,1,0
0,0,138.25008246891394,7,10,4,1,0,0,0,0
35,0,124.48380251470944,8,10,4,2,0,2,0,0
102,0,83.41389747359173,10,16,3,2,0,1,0,0
103,0,91.3327325712276,4,8,4,2,2,0,3,0
37,1,137.77685443707514,3,24,4,2,1,0,3,0
193,0,91.39138370353416,8,23,4,3,0,3,0,0
315,0,59.77201184520394,11,27,3,3,0,1,0,0
276,0,116.33,9,22,3,3,0,0,0,0
243,0,105.13690043613016,9,9,4,2,1,1,0,0
12,1,202.79303579613983,9,26,4,2,1,0,5,0
32,0,124.26233783034847,8,11,4,3,0,0,0,0
90,0,148.25206540222166,8,5,4,3,2,0,3,0
91,0,75.60341215114715,6,8,3,2,0,0,0,0
7,0,95.0,5,23,4,0,0,0,0,0
49,0,159.3,6,19,4,2,0,0,3,0
243,1,121.7181779785931,10,29,4,2,1,0,0,0
110,1,72.25,12,3,4,2,2,0,0,0
203,0,141.67517023362703,10,5,4,2,0,0,3,0
85,0,52.98198043016573,5,8,4,1,0,0,0,0
9,0,143.01886589142072,4,11,4,4,0,0,3,0
204,0,99.45,8,7,4,2,1,0,3,0
92,0,150.3854813147481,8,22,4,1,1,0,3,0
132,0,105.25112962417417,8,10,4,1,0,3,0,0
303,0,77.50436903829011,8,19,3,2,1,0,0,0
46,0,126.04943176874585,11,15,4,3,0,0,3,0
45,0,196.54701226803658,5,9,4,2,0,0,5,0
76,0,131.13087189810972,7,2,4,1,0,0,3,0
202,1,105.85023093864105,6,2,4,2,0,0,0,0
24,1,119.0,10,18,4,2,0,3,0,0
82,1,107.74598903979407,7,14,4,2,1,3,0,0
24,0,127.79478309028595,5,21,4,1,1,0,0,0
92,0,150.42672818518557,8,20,4,3,2,0,3,0
52,1,76.20813500063397,2,26,4,1,0,1,0,0
218,0,87.89998504112813,7,18,4,1,0,0,0,0
183,1,162.69890493979705,9,24,4,4,0,0,3,0
179,0,113.19082426063233,6,24,4,1,0,1,0,0
166,1,114.32476482136197,8,6,4,1,2,0,0,0
7,0,156.0,6,16,4,2,1,0,3,0
11,0,133.2848556384592,4,7,4,1,0,0,1,0
163,0,168.15170119984475,7,4,4,0,0,0,5,0
239,0,108.43122775084184,6,12,4,2,0,0,0,0
71,0,140.19695452234043,4,1,4,1,1,0,2,0
260,0,72.36034484229191,12,26,4,4,1,0,0,0
183,0,110.0,9,8,3,3,0,0,0,0
30,0,157.0146049369977,9,5,4,3,0,0,3,0
75,0,90.94913400243613,4,10,4,3,0,0,0,0
100,0,81.29710538936787,4,5,3,2,1,1,0,0
201,1,127.64779022926739,8,8,4,3,0,0,0,0
190,1,113.6321824699563,8,4,4,2,1,0,0,0
149,0,135.5342389720494,6,8,4,2,0,0,3,0
54,1,110.73802451731967,9,30,4,4,1,0,2,0
53,0,130.8773053811149,7,4,4,4,1,0,3,0
77,0,73.1363037200641,2,27,4,5,1,0,0,0
9,0,221.0,5,9,4,1,0,0,5,0
177,0,104.18839047543605,7,30,4,1,0,0,0,0
18,0,103.11044913430142,5,2,4,1,1,2,0,0
158,1,130.66139920048727,8,15,4,3,1,0,0,0
346,0,116.31363360124261,9,12,3,2,0,0,0,0
85,0,85.79148693143594,3,13,4,2,0,2,0,0
60,0,76.25559193032377,11,2,4,2,1,3,0,0
84,1,90.23110364782613,10,29,4,1,2,0,0,0
64,1,71.05428725668362,5,9,4,2,0,0,0,0
113,1,75.13883463300748,9,22,4,1,0,0,0,0
118,0,144.23688235165358,6,13,4,1,0,0,3,0
2,0,98.76898019522864,7,16,2,2,1,0,0,0
5,0,81.76615082765873,2,13,2,0,1,1,0,0
65,0,126.47445693759333,6,19,4,1,0,0,1,0
